fromaccount	toaccount	syscode	timestamp	amount
B37216	1000001	30	2014-09-01 06:12:30	150
A27022	1000001	30	2014-09-01 06:12:28	100
B36049	1000027	34	2014-09-01 06:12:21	500
A57267	1000031	34	2014-09-01 06:12:33	240
C63590	1000027	34	2014-09-01 06:12:19	220
A72228	1000027	34	2014-09-01 06:12:32	200
C77754	1000027	34	2014-09-01 06:12:24	400
A27841	1000027	34	2014-09-01 06:12:25	290
A49498	1000030	34	2014-09-01 06:12:19	250
B39301	1000027	34	2014-09-01 06:12:29	400
A62423	1000038	34	2014-09-01 06:12:33	600
C71125	1000031	34	2014-09-01 06:12:28	500
E58293	1000031	34	2014-09-01 06:12:27	500
D47182	1000010	30	2014-09-01 05:50:22	500
E75773	1000001	30	2014-09-01 05:50:19	120
D25229	1000007	30	2014-09-01 05:50:30	850
C52910	1000001	30	2014-09-01 05:50:19	420
E48721	1000001	30	2014-09-01 05:50:17	250
E71437	1000001	30	2014-09-01 05:50:21	250
A58997	1000003	30	2014-09-01 05:50:22	500
D50085	1000011	30	2014-09-01 05:55:53	450
E29805	1000003	30	2014-09-01 05:55:43	400
B75748	1000010	30	2014-09-01 05:55:59	650
A63252	1000007	30	2014-09-01 05:55:49	680
A79464	1000011	30	2014-09-01 05:55:49	250
C63326	1000001	30	2014-09-01 05:55:40	300
E79782	1000001	30	2014-09-01 05:55:54	100
C54876	1000027	34	2014-09-01 05:55:43	300
B38919	1000027	34	2014-09-01 05:55:54	350
D25288	1000030	34	2014-09-01 05:55:39	140
D64984	1000031	34	2014-09-01 05:55:52	280
A35583	1000001	30	2014-09-01 05:55:58	100
C77833	1000003	30	2014-09-01 05:55:45	800
A79664	1000011	30	2014-09-01 05:55:57	400
A57694	1000003	30	2014-09-01 05:55:58	400
B46747	1000007	30	2014-09-01 05:55:44	150
A58343	1000001	30	2014-09-01 05:55:52	100
B62538	1000001	30	2014-09-01 05:55:48	420
E71899	1000011	30	2014-09-01 05:55:41	600
E54326	1000001	30	2014-09-01 05:55:57	100
C43927	1000007	30	2014-09-01 05:55:57	100
A67477	1000029	34	2014-09-01 05:55:54	150
E65269	1000027	34	2014-09-01 05:55:58	200
B37844	1000030	34	2014-09-01 05:55:58	70
B66063	1000027	34	2014-09-01 05:55:54	550
C18426	1000003	30	2014-09-01 05:56:00	650
C75352	1000001	30	2014-09-01 05:55:56	100
E65136	1000001	30	2014-09-01 05:55:40	250
C49849	1000003	30	2014-09-01 05:56:00	480
A53715	1000007	30	2014-09-01 05:55:58	400
B79512	1000003	30	2014-09-01 05:55:53	500
A35025	1000011	30	2014-09-01 05:55:56	200
D73122	1000010	30	2014-09-01 05:55:47	100
A50176	1000001	30	2014-09-01 05:55:46	170
E67972	1000003	30	2014-09-01 05:55:59	620
E66228	1000001	30	2014-09-01 05:55:50	200
C76914	1000003	30	2014-09-01 05:55:40	250
C76665	1000001	30	2014-09-01 05:55:45	150
D39876	1000003	30	2014-09-01 05:55:42	450
C39343	1000007	30	2014-09-01 05:55:50	450
A75131	1000001	30	2014-09-01 05:55:49	270
D70528	1000001	30	2014-09-01 05:55:59	60
A33452	1000007	30	2014-09-01 05:56:00	700
E33417	1000001	30	2014-09-01 05:55:54	320
A49797	1000011	30	2014-09-01 05:55:44	250
D72889	1000030	34	2014-09-01 05:55:47	620
D19247	1000027	34	2014-09-01 05:55:59	100
D68725	1000031	34	2014-09-01 05:55:56	200
B32584	1000027	34	2014-09-01 05:56:03	370
A28372	1000030	34	2014-09-01 05:55:51	70
D66093	1000030	34	2014-09-01 05:55:56	250
B79134	1000027	34	2014-09-01 05:56:04	150
B74250	1000011	30	2014-09-01 05:55:45	350
C14984	1000003	30	2014-09-01 05:55:53	450
B63376	1000003	30	2014-09-01 05:55:45	420
E56992	1000001	30	2014-09-01 05:56:03	100
D47315	1000027	34	2014-09-01 06:07:10	620
C77130	1000030	34	2014-09-01 06:07:07	250
B72022	1000031	34	2014-09-01 06:07:01	350
D70064	1000027	34	2014-09-01 06:07:17	470
C58414	1000027	34	2014-09-01 06:07:02	210
E64531	1000031	34	2014-09-01 06:12:28	590
A74726	1000031	34	2014-09-01 06:12:18	440
C49195	1000029	34	2014-09-01 06:12:28	300
D52525	1000030	34	2014-09-01 06:12:23	320
C60289	1000038	34	2014-09-01 06:12:19	170
B77494	1000027	34	2014-09-01 06:12:17	180
B77215	1000030	34	2014-09-01 06:12:36	490
D60393	1000027	34	2014-09-01 06:12:17	250
B77722	1000038	34	2014-09-01 06:12:24	240
E76540	1000031	34	2014-09-01 06:12:26	540
E77812	1000027	34	2014-09-01 06:12:24	210
A61754	1000027	34	2014-09-01 06:12:28	290
D74512	1000027	34	2014-09-01 06:12:32	320
E79338	1000031	34	2014-09-01 06:12:33	180
E78616	1000029	34	2014-09-01 06:12:35	450
C79674	1000027	34	2014-09-01 06:12:21	220
D59830	1000027	34	2014-09-01 06:12:20	420
C76276	1000029	34	2014-09-01 06:12:31	600
E50142	1000011	30	2014-09-01 06:12:26	150
E59426	1000001	30	2014-09-01 06:12:22	150
B36825	1000029	34	2014-09-01 06:12:31	150
D58634	1000030	34	2014-09-01 06:12:36	500
E78616	1000029	34	2014-09-01 06:12:32	150
D66243	1000027	34	2014-09-01 06:12:31	350
A61415	1000030	34	2014-09-01 06:12:35	350
D25726	1000030	34	2014-09-01 06:12:22	680
A76813	1000038	34	2014-09-01 06:12:23	600
D48900	1000038	34	2014-09-01 06:12:33	240
C56508	1000027	34	2014-09-01 06:12:20	290
D53482	1000030	34	2014-09-01 06:12:34	390
C74749	1000027	34	2014-09-01 06:12:26	210
E73829	1000027	34	2014-09-01 06:12:32	400
D70437	1000031	34	2014-09-01 06:12:41	330
D55212	1000027	34	2014-09-01 06:12:24	290
D36398	1000031	34	2014-09-01 06:12:33	240
C72995	1000029	34	2014-09-01 06:12:21	550
C68473	1000011	30	2014-09-01 06:12:41	400
C74121	1000010	30	2014-09-01 06:12:22	400
E59426	1000001	30	2014-09-01 06:12:26	70
C77676	1000030	34	2014-09-01 06:12:38	480
C62953	1000031	34	2014-09-01 06:12:38	300
C77414	1000027	34	2014-09-01 06:12:26	290
D73476	1000027	34	2014-09-01 06:12:30	550
B71161	1000003	30	2014-09-01 05:50:44	650
A69178	1000001	30	2014-09-01 05:50:31	70
A70644	1000011	30	2014-09-01 05:50:40	250
E76670	1000001	30	2014-09-01 05:50:33	250
C41948	1000010	30	2014-09-01 05:50:35	150
D44479	1000003	30	2014-09-01 05:50:34	190
D79729	1000001	30	2014-09-01 05:50:48	290
C78984	1000001	30	2014-09-01 05:50:31	300
E62582	1000001	30	2014-09-01 05:50:41	100
A61082	1000011	30	2014-09-01 05:50:43	400
B61344	1000001	30	2014-09-01 05:50:45	480
D75559	1000010	30	2014-09-01 05:50:37	100
B78162	1000001	30	2014-09-01 05:50:33	320
A76076	1000003	30	2014-09-01 05:56:01	650
A77957	1000011	30	2014-09-01 05:55:54	500
B77382	1000001	30	2014-09-01 05:55:47	130
D72424	1000001	30	2014-09-01 05:55:48	60
A67336	1000001	30	2014-09-01 05:55:54	250
C68205	1000027	34	2014-09-01 05:55:48	270
D25288	1000029	34	2014-09-01 05:55:45	200
E67174	1000031	34	2014-09-01 05:55:53	360
E57971	1000030	34	2014-09-01 05:55:58	100
C64243	1000031	34	2014-09-01 05:55:53	200
B57901	1000027	34	2014-09-01 05:56:02	300
C73254	1000010	30	2014-09-01 05:55:53	100
D67033	1000007	30	2014-09-01 05:55:47	350
B67125	1000003	30	2014-09-01 05:55:57	370
D77037	1000003	30	2014-09-01 05:56:02	700
D79296	1000011	30	2014-09-01 05:55:54	250
D78506	1000010	30	2014-09-01 05:55:47	400
D75965	1000003	30	2014-09-01 05:55:46	650
A50891	1000027	34	2014-09-01 05:55:57	370
D79301	1000029	34	2014-09-01 05:55:48	550
B55092	1000031	34	2014-09-01 05:55:48	500
B74893	1000029	34	2014-09-01 05:55:47	600
E76178	1000031	34	2014-09-01 05:55:47	620
E78679	1000001	30	2014-09-01 05:55:49	290
C36807	1000003	30	2014-09-01 05:55:48	500
A77957	1000011	30	2014-09-01 05:55:57	400
D71703	1000003	30	2014-09-01 05:55:58	200
B54178	1000001	30	2014-09-01 05:55:54	30
E64723	1000001	30	2014-09-01 05:56:00	270
C69707	1000007	30	2014-09-01 05:55:55	250
E75804	1000011	30	2014-09-01 05:55:59	300
D47182	1000003	30	2014-09-01 05:55:58	400
D77037	1000003	30	2014-09-01 05:55:45	650
D73122	1000001	30	2014-09-01 05:55:50	40
C77573	1000010	30	2014-09-01 05:55:51	100
D72424	1000003	30	2014-09-01 05:55:56	100
A79254	1000001	30	2014-09-01 05:56:01	370
D79296	1000011	30	2014-09-01 05:56:05	150
E56157	1000007	30	2014-09-01 05:55:53	150
D65235	1000011	30	2014-09-01 05:55:58	400
C72002	1000001	30	2014-09-01 05:56:09	70
D52361	1000030	34	2014-09-01 05:56:06	750
E65269	1000029	34	2014-09-01 05:55:49	150
A78947	1000027	34	2014-09-01 05:56:00	370
E67174	1000031	34	2014-09-01 05:56:07	700
E64604	1000031	34	2014-09-01 05:55:57	440
E62583	1000029	34	2014-09-01 05:55:55	600
D75462	1000027	34	2014-09-01 05:55:56	70
B70788	1000027	34	2014-09-01 05:56:08	500
E73873	1000030	34	2014-09-01 05:56:04	180
E74575	1000010	30	2014-09-01 05:55:50	250
E79256	1000001	30	2014-09-01 05:55:57	420
E48935	1000003	30	2014-09-01 05:55:58	250
D79551	1000011	30	2014-09-01 05:55:49	400
A77627	1000003	30	2014-09-01 05:55:58	800
B79512	1000001	30	2014-09-01 05:55:57	70
D76684	1000001	30	2014-09-01 05:55:59	220
B77382	1000001	30	2014-09-01 05:55:54	300
A31690	1000027	34	2014-09-01 06:07:11	350
C78470	1000027	34	2014-09-01 06:07:00	390
B55952	1000029	34	2014-09-01 06:07:13	650
A56643	1000029	34	2014-09-01 06:07:19	250
C51297	1000029	34	2014-09-01 06:07:01	300
E63145	1000031	34	2014-09-01 06:07:14	150
E64190	1000030	34	2014-09-01 06:07:04	320
E25138	1000030	34	2014-09-01 06:07:09	400
B76831	1000031	34	2014-09-01 06:07:01	440
B30652	1000027	34	2014-09-01 06:07:19	470
D79618	1000030	34	2014-09-01 06:07:17	480
A72301	1000031	34	2014-09-01 06:07:12	240
D78753	1000011	30	2014-09-01 06:07:17	400
A51003	1000001	30	2014-09-01 06:07:10	320
B79475	1000001	30	2014-09-01 06:07:05	100
C66353	1000011	30	2014-09-01 06:07:06	500
B58326	1000001	30	2014-09-01 06:07:21	100
B66950	1000001	30	2014-09-01 06:07:09	170
C16489	1000010	30	2014-09-01 06:07:04	400
C61766	1000001	30	2014-09-01 06:07:09	150
A78740	1000001	30	2014-09-01 06:07:13	100
E51641	1000011	30	2014-09-01 06:07:17	450
A51658	1000057	38	2014-09-01 06:07:21	650
B68892	1000027	34	2014-09-01 06:07:01	450
D60087	1000029	34	2014-09-01 06:07:19	250
E77332	1000027	34	2014-09-01 06:07:04	300
E71229	1000029	34	2014-09-01 06:07:20	240
B69929	1000030	34	2014-09-01 06:07:20	500
E44076	1000031	34	2014-09-01 06:07:06	240
D65387	1000027	34	2014-09-01 06:07:14	360
D57449	1000030	34	2014-09-01 06:07:24	180
B77547	1000027	34	2014-09-01 06:07:15	400
E62141	1000027	34	2014-09-01 06:07:15	520
B69929	1000030	34	2014-09-01 06:07:19	500
C76491	1000029	34	2014-09-01 06:07:18	750
E71714	1000029	34	2014-09-01 06:07:05	250
A76144	1000031	34	2014-09-01 06:07:08	440
E49155	1000027	34	2014-09-01 06:07:05	290
A73823	1000029	34	2014-09-01 06:07:12	250
D49607	1000031	34	2014-09-01 06:07:14	650
A57267	1000029	34	2014-09-01 06:07:13	220
E78869	1000030	34	2014-09-01 06:07:06	780
B29207	1000011	30	2014-09-01 06:07:14	150
A27022	1000011	30	2014-09-01 06:07:25	600
D72367	1000010	30	2014-09-01 06:07:06	50
D57906	1000011	30	2014-09-01 06:07:10	150
D76346	1000003	30	2014-09-01 06:07:07	200
E70228	1000001	30	2014-09-01 06:07:20	100
E33571	1000011	30	2014-09-01 06:07:11	450
E65459	1000003	30	2014-09-01 06:07:09	200
E53965	1000011	30	2014-09-01 06:07:23	450
E30383	1000001	30	2014-09-01 06:07:24	60
D79454	1000027	34	2014-09-01 06:07:12	450
D73160	1000027	34	2014-09-01 06:07:23	240
E66155	1000031	34	2014-09-01 06:07:21	400
C70427	1000029	34	2014-09-01 06:07:08	450
E76331	1000029	34	2014-09-01 06:07:11	450
B40858	1000029	34	2014-09-01 06:07:24	600
D73105	1000031	34	2014-09-01 06:07:08	400
C46807	1000031	34	2014-09-01 06:07:10	750
C26932	1000031	34	2014-09-01 06:12:23	1000
C68794	1000030	34	2014-09-01 06:13:40	100
E77474	1000029	34	2014-09-01 06:13:51	600
B75176	1000027	34	2014-09-01 06:13:41	420
C73561	1000038	34	2014-09-01 06:13:43	170
C72788	1000030	34	2014-09-01 06:13:48	490
C73725	1000031	34	2014-09-01 06:13:46	600
D36398	1000031	34	2014-09-01 06:13:42	350
A63942	1000029	34	2014-09-01 06:13:33	620
E74723	1000031	34	2014-09-01 06:13:43	500
E61557	1000010	30	2014-09-01 06:13:39	200
D73634	1000001	30	2014-09-01 06:13:42	330
D59995	1000001	30	2014-09-01 06:13:48	170
C65382	1000011	30	2014-09-01 06:13:37	250
C47024	1000011	30	2014-09-01 06:13:36	450
E72736	1000010	30	2014-09-01 06:13:37	500
D73483	1000010	30	2014-09-01 06:13:50	320
E50044	1000001	30	2014-09-01 06:13:50	400
A33484	1000001	30	2014-09-01 06:13:36	250
E63292	1000031	34	2014-09-01 06:13:45	380
D58451	1000027	34	2014-09-01 06:13:32	440
B68156	1000038	34	2014-09-01 06:13:51	400
E79430	1000027	34	2014-09-01 06:13:51	320
C73952	1000030	34	2014-09-01 06:13:42	530
B59019	1000027	34	2014-09-01 06:13:44	270
A75743	1000038	34	2014-09-01 06:13:51	300
A78125	1000027	34	2014-09-01 06:13:33	400
C73725	1000031	34	2014-09-01 06:13:52	200
B77318	1000031	34	2014-09-01 06:13:54	200
D44770	1000219	99	2014-09-01 06:13:53	180
D60321	1000027	34	2014-09-01 06:13:40	520
D79216	1000027	34	2014-09-01 06:13:53	350
B44376	1000038	34	2014-09-01 06:13:43	100
C65391	1000029	34	2014-09-01 06:13:42	1100
B77318	1000031	34	2014-09-01 06:13:47	70
D36398	1000031	34	2014-09-01 06:13:47	500
A36719	1000029	34	2014-09-01 06:13:54	200
D65333	1000027	34	2014-09-01 06:13:55	400
E48102	1000027	34	2014-09-01 06:13:46	400
E23436	1000003	30	2014-09-01 06:13:44	500
C62964	1000001	30	2014-09-01 06:13:46	70
C74621	1000011	30	2014-09-01 06:13:44	300
A62594	1000011	30	2014-09-01 06:13:52	350
E34000	1000001	30	2014-09-01 06:13:48	400
B44531	1000001	30	2014-09-01 06:13:35	430
E76650	1000001	30	2014-09-01 06:13:48	60
A65443	1000010	30	2014-09-01 06:13:45	650
E61557	1000010	30	2014-09-01 06:13:50	150
C60733	1000011	30	2014-09-01 06:13:37	300
E62470	1000029	34	2014-09-01 06:13:53	600
D71169	1000030	34	2014-09-01 06:13:49	450
A65886	1000038	34	2014-09-01 06:13:42	170
C63413	1000038	34	2014-09-01 06:13:48	240
C53790	1000031	34	2014-09-01 06:13:52	250
B44376	1000038	34	2014-09-01 06:13:44	300
B79203	1000029	34	2014-09-01 06:13:39	370
B46932	1000027	34	2014-09-01 06:13:51	550
C44941	1000030	34	2014-09-01 06:13:44	400
B32076	1000001	30	2014-09-01 06:13:38	100
D33261	1000001	30	2014-09-01 06:13:38	400
E49242	1000011	30	2014-09-01 05:50:41	450
D28064	1000038	34	2014-09-01 05:50:47	300
D57766	1000030	34	2014-09-01 05:50:41	150
E69268	1000030	34	2014-09-01 05:50:39	580
B76570	1000027	34	2014-09-01 05:50:32	490
D36028	1000027	34	2014-09-01 05:50:42	150
E56119	1000029	34	2014-09-01 05:50:43	550
C79581	1000031	34	2014-09-01 05:50:36	650
A41528	1000038	34	2014-09-01 05:50:35	270
B29552	1000027	34	2014-09-01 05:50:41	320
B77629	1000029	34	2014-09-01 05:50:50	400
B67678	1000007	30	2014-09-01 05:50:35	250
E42440	1000010	30	2014-09-01 05:50:35	250
E69488	1000001	30	2014-09-01 05:50:40	300
C61246	1000011	30	2014-09-01 05:50:38	250
D50859	1000011	30	2014-09-01 05:50:40	600
D46973	1000001	30	2014-09-01 05:50:32	300
D49453	1000010	30	2014-09-01 05:50:35	250
C52679	1000001	30	2014-09-01 05:50:50	200
D51515	1000001	30	2014-09-01 05:50:31	100
D42000	1000003	30	2014-09-01 05:50:44	800
E71120	1000030	34	2014-09-01 05:50:36	350
B67057	1000030	34	2014-09-01 05:50:48	80
A45222	1000029	34	2014-09-01 05:50:49	400
B36322	1000038	34	2014-09-01 05:50:45	400
D78403	1000030	34	2014-09-01 05:50:43	420
D57766	1000030	34	2014-09-01 05:50:36	250
B71254	1000031	34	2014-09-01 05:50:48	420
A76397	1000030	34	2014-09-01 05:50:42	270
D71157	1000029	34	2014-09-01 05:50:33	600
E76761	1000030	34	2014-09-01 05:50:31	680
A61082	1000011	30	2014-09-01 05:50:47	400
D78315	1000001	30	2014-09-01 05:50:50	340
A64363	1000011	30	2014-09-01 05:50:39	400
A69422	1000007	30	2014-09-01 05:50:40	600
E63072	1000011	30	2014-09-01 05:50:49	350
E58088	1000003	30	2014-09-01 05:50:49	450
E42440	1000010	30	2014-09-01 05:50:32	150
A63702	1000001	30	2014-09-01 05:50:32	100
E42830	1000001	30	2014-09-01 05:50:48	150
B73179	1000001	30	2014-09-01 05:50:36	450
A21719	1000003	30	2014-09-01 05:50:48	350
B64151	1000010	30	2014-09-01 05:50:37	250
A61595	1000011	30	2014-09-01 05:50:32	250
D36103	1000007	30	2014-09-01 05:50:38	200
A58647	1000003	30	2014-09-01 05:50:40	700
C38517	1000001	30	2014-09-01 05:50:51	170
E78037	1000011	30	2014-09-01 05:50:35	600
C50453	1000010	30	2014-09-01 05:50:49	400
D48303	1000001	30	2014-09-01 05:50:34	300
B42499	1000027	34	2014-09-01 05:50:39	270
C76077	1000027	34	2014-09-01 05:50:45	310
D59540	1000027	34	2014-09-01 05:50:47	240
B51545	1000031	34	2014-09-01 05:50:39	70
C59957	1000031	34	2014-09-01 05:50:38	200
B29561	1000027	34	2014-09-01 05:50:37	290
A40633	1000027	34	2014-09-01 05:50:39	360
B62997	1000029	34	2014-09-01 05:50:36	150
A57972	1000031	34	2014-09-01 05:50:36	270
C64020	1000030	34	2014-09-01 05:50:32	430
B79342	1000001	30	2014-09-01 05:50:37	100
E74066	1000003	30	2014-09-01 05:50:37	500
B75595	1000011	30	2014-09-01 05:55:51	750
A67336	1000001	30	2014-09-01 05:55:56	100
E54326	1000011	30	2014-09-01 05:55:55	250
E45284	1000003	30	2014-09-01 05:56:01	200
E74848	1000001	30	2014-09-01 05:55:53	30
D79577	1000003	30	2014-09-01 05:55:53	900
D71752	1000001	30	2014-09-01 05:56:07	170
B43375	1000001	30	2014-09-01 05:55:51	170
A33651	1000010	30	2014-09-01 05:56:09	50
E57464	1000003	30	2014-09-01 05:55:58	350
C64557	1000001	30	2014-09-01 05:56:06	120
C69171	1000027	34	2014-09-01 05:55:59	420
D25288	1000029	34	2014-09-01 05:55:59	250
B45594	1000027	34	2014-09-01 05:56:01	350
D72946	1000027	34	2014-09-01 05:55:50	400
E77056	1000030	34	2014-09-01 05:55:56	680
D63960	1000027	34	2014-09-01 05:55:55	240
C54550	1000027	34	2014-09-01 05:55:56	400
D59540	1000027	34	2014-09-01 05:55:54	70
E48234	1000029	34	2014-09-01 05:56:04	600
C64757	1000011	30	2014-09-01 05:55:50	450
D25782	1000011	30	2014-09-01 05:55:54	150
D47613	1000001	30	2014-09-01 05:56:00	100
A41767	1000003	30	2014-09-01 05:56:07	650
D54279	1000010	30	2014-09-01 05:56:10	100
AB8739	1000010	30	2014-09-01 05:56:07	400
C49849	1000001	30	2014-09-01 05:55:56	30
A65689	1000003	30	2014-09-01 05:56:05	500
D70904	1000027	34	2014-09-01 05:57:06	150
C64243	1000030	34	2014-09-01 05:57:09	500
B70424	1000031	34	2014-09-01 05:57:10	70
E71529	1000027	34	2014-09-01 05:56:52	290
E72894	1000027	34	2014-09-01 05:56:51	350
E57406	1000027	34	2014-09-01 05:57:04	300
E75274	1000030	34	2014-09-01 05:56:57	500
E43983	1000027	34	2014-09-01 05:57:06	290
C39357	1000031	34	2014-09-01 05:57:02	300
A74612	1000003	30	2014-09-01 05:57:09	250
B77382	1000001	30	2014-09-01 05:57:11	200
B63647	1000003	30	2014-09-01 05:57:11	470
D73122	1000001	30	2014-09-01 05:57:08	30
A77201	1000011	30	2014-09-01 05:57:11	100
C62080	1000003	30	2014-09-01 05:57:06	650
B67904	1000001	30	2014-09-01 05:57:01	150
C78718	1000011	30	2014-09-01 05:57:02	150
B43774	1000003	30	2014-09-01 05:56:51	250
B25135	1000001	30	2014-09-01 05:56:58	100
B73980	1000031	34	2014-09-01 05:56:54	500
A70993	1000027	34	2014-09-01 05:56:55	300
B79134	1000030	34	2014-09-01 05:56:54	680
C58126	1000027	34	2014-09-01 05:57:08	200
E79073	1000027	34	2014-09-01 05:57:00	490
E62708	1000027	34	2014-09-01 05:57:01	400
C39496	1000031	34	2014-09-01 05:57:05	700
E75274	1000030	34	2014-09-01 05:57:03	180
A49616	1000027	34	2014-09-01 05:56:51	290
E54615	1000030	34	2014-09-01 05:57:11	500
D75527	1000010	30	2014-09-01 05:57:09	500
D78512	1000011	30	2014-09-01 05:57:06	400
D41833	1000027	34	2014-09-01 06:07:05	360
E70195	1000029	34	2014-09-01 06:07:25	170
B53988	1000011	30	2014-09-01 06:07:07	300
B63041	1000001	30	2014-09-01 06:07:13	370
A51003	1000001	30	2014-09-01 06:07:16	250
A77257	1000011	30	2014-09-01 06:07:12	300
E59943	1000001	30	2014-09-01 06:07:13	100
